,New Path,Orig Path,Vertices,CenterOfMass,Means,Scaling,AverageSize,DiagonalSize,Bounds,Position,Cells,Class,Type,Eigenvalue,Eigenvectors,Prev Eigenvalue,Prev Eigenvectors
416,../normshapes\Cellphone\D00079.obj,../shapes\Cellphone\D00079.obj,20212,[-2.39450660e-09  2.77319478e-09  2.33729451e-10],[-1.77929238e-07 -1.12497425e-07  9.81132597e-09],[1. 1. 1.],0.5440123,2.152316016687898,[-0.8396163   1.1176943  -0.3928202   0.388946   -0.07940175  0.3567648 ],[0. 0. 0.],36972,Cellphone,Triangle,[0.31759127 0.00365416 0.04432104],"[[ 9.99967492e-01 -5.71040553e-03  5.69260105e-03]
 [-5.69238371e-03  5.43139451e-05  9.99983797e-01]
 [ 5.71062219e-03  9.99983694e-01 -2.18063601e-05]]",[0.31759127 0.00365416 0.04432104],"[[ 0.99994731 -0.00952003 -0.00383958]
 [-0.00380947  0.00317895 -0.99998769]
 [-0.00953212 -0.99994963 -0.00314252]]"
417,../normshapes\Cellphone\D00152.obj,../shapes\Cellphone\D00152.obj,44041,[ 5.17809208e-09 -4.89075577e-09 -3.18299314e-10],[-2.9369575e-08  2.3021162e-08 -2.8689497e-08],[1. 1. 1.],0.69339657,2.149778608892852,[-1.0853027   0.85527784 -0.46527642  0.42727715 -0.08853101  0.15445685],[0. 0. 0.],74103,Cellphone,Triangle,[0.47723813 0.00425576 0.0825132 ],"[[ 9.99960266e-01 -6.26615316e-03 -6.34047254e-03]
 [-6.34029994e-03  4.74105225e-05 -9.99979899e-01]
 [-6.26632781e-03 -9.99980366e-01 -7.67934821e-06]]",[0.47723813 0.00425576 0.0825132 ],"[[ 0.99997097  0.00752854 -0.00117376]
 [ 0.00126223 -0.0117578   0.99993008]
 [-0.00751421  0.99990253  0.01176696]]"
418,../normshapes\Cellphone\D00192.obj,../shapes\Cellphone\D00192.obj,1230,[ 2.50105423e-09 -9.87422038e-10  1.86761410e-10],[-2.8493927e-08 -1.0418698e-08 -1.6415507e-09],[1. 1. 1.],0.48909792,1.9084146320195186,[-1.146166    0.5945572  -0.3617394   0.37995234 -0.07016052  0.17848137],[0. 0. 0.],2380,Cellphone,Triangle,[0.29254103 0.00551938 0.0424289 ],"[[ 9.99977809e-01 -6.65928295e-03  1.89219459e-04]
 [-1.90547066e-04 -1.98728022e-04  9.99999962e-01]
 [ 6.65924509e-03  9.99977807e-01  1.99992519e-04]]",[0.29254104 0.0424289  0.00551938],"[[ 0.99820503  0.05986719 -0.0016253 ]
 [ 0.05967731 -0.99658726 -0.05703035]
 [ 0.005034   -0.05683099  0.99837112]]"
419,../normshapes\Cellphone\D00248.obj,../shapes\Cellphone\D00248.obj,5754,[3.43175460e-09 1.60146495e-09 4.41926542e-10],[-3.0247751e-08  6.7021557e-09  7.4178854e-09],[1. 1. 1.],0.35947102,1.7194514178181317,[-0.5315807   1.0287565  -0.3524244   0.33147857 -0.1556823   0.07699294],[0. 0. 0.],11460,Cellphone,Triangle,[0.139578   0.0034204  0.02776499],"[[ 9.98791703e-01 -4.91407012e-02 -5.70016942e-04]
 [-4.70574388e-04  2.03517454e-03 -9.99997818e-01]
 [-4.91417540e-02 -9.98789792e-01 -2.00959109e-03]]",[0.139578   0.02776499 0.0034204 ],"[[ 0.9963166  -0.08188798  0.02544782]
 [-0.08240844 -0.99639547  0.02012266]
 [-0.02370829  0.02214566  0.99947361]]"
420,../normshapes\Cellphone\D00312.obj,../shapes\Cellphone\D00312.obj,1012,[-2.25928549e-10 -2.34133773e-09 -1.40198788e-10],[-4.0757325e-08 -1.8471844e-08  1.6307348e-09],[1. 1. 1.],0.1714723,1.177832992264426,[-0.17144474  0.9521065  -0.22083117  0.13046211 -0.00935992  0.02957835],[0. 0. 0.],644,Cellphone,Triangle,[6.09336250e-02 9.44282527e-05 1.00490628e-02],"[[-9.99648611e-01 -2.65076459e-02  1.35836427e-05]
 [-4.51216500e-04  1.65037725e-02 -9.99863702e-01]
 [-2.65038088e-02  9.99512366e-01  1.65099339e-02]]",[6.09336258e-02 1.00490626e-02 9.44282557e-05],"[[ 0.44103463 -0.89747392 -0.00538652]
 [-0.8972415  -0.44104577  0.02088833]
 [ 0.02112244  0.00437947  0.9997673 ]]"
421,../normshapes\Cellphone\D00327.obj,../shapes\Cellphone\D00327.obj,6318,[6.60751154e-09 1.70070021e-09 4.55619130e-10],[ 2.4424885e-08 -1.1132238e-09 -1.7606979e-08],[1. 1. 1.],0.536471,2.1265224534508604,[-1.1940918   0.7456347  -0.4063808   0.38593903 -0.10389517  0.25913134],[0. 0. 0.],11987,Cellphone,Triangle,[0.30747385 0.00753702 0.05277571],"[[ 9.99921420e-01 -1.25207353e-02  6.20434625e-04]
 [-6.21874101e-04 -1.11074429e-04  9.99999800e-01]
 [ 1.25206639e-02  9.99921606e-01  1.18852022e-04]]",[0.30747385 0.05277571 0.00753702],"[[ 0.99981217  0.01862751 -0.00535177]
 [ 0.01800635 -0.99492202 -0.09902501]
 [ 0.00716918 -0.09891005  0.99507055]]"
422,../normshapes\Cellphone\D00362.obj,../shapes\Cellphone\D00362.obj,29805,[ 7.80826916e-09  1.48116526e-09 -3.80752107e-10],[ 1.0821028e-07  4.8757620e-08 -2.4942759e-08],[1. 1. 1.],0.8620651,2.146436819014708,[-0.8121197   1.0547168  -0.49528408  0.52913904 -0.12220883  0.14736415],[0. 0. 0.],53829,Cellphone,Triangle,[0.62793867 0.00332917 0.13756393],"[[-9.98602260e-01 -5.28532279e-02  2.51696670e-04]
 [-1.96830574e-04 -1.04328676e-03 -9.99999436e-01]
 [-5.28534607e-02  9.98601746e-01 -1.03142538e-03]]",[0.62793868 0.13756393 0.00332917],"[[ 0.99888037  0.03911928 -0.02660238]
 [ 0.03934362 -0.99919401  0.0079625 ]
 [ 0.02626945  0.00900022  0.99961438]]"
423,../normshapes\Cellphone\D00369.obj,../shapes\Cellphone\D00369.obj,926,[ 4.04310664e-10 -5.37069390e-09  8.55561470e-10],[-4.0551758e-09 -2.2528754e-08 -4.0229917e-10],[1. 1. 1.],0.5716602,1.7834114217834813,[-0.70953447  0.96736753 -0.26814988  0.24370801 -0.14695255  0.17947863],[0. 0. 0.],1735,Cellphone,Triangle,[0.31088124 0.00641114 0.03290687],"[[ 9.99230704e-01 -3.92061526e-02 -9.37206480e-04]
 [-8.80668739e-04  1.45930858e-03 -9.99998547e-01]
 [-3.92074633e-02 -9.99230078e-01 -1.42365830e-03]]",[0.31088124 0.03290687 0.00641114],"[[ 0.99710926 -0.07293203  0.02130851]
 [-0.07384114 -0.99622907  0.04555356]
 [-0.01790585  0.04699532  0.99873461]]"
424,../normshapes\Cellphone\D00440.obj,../shapes\Cellphone\D00440.obj,763,[ 1.95297001e-11  1.13150200e-09 -6.99834717e-10],[1.6404949e-09 1.1502993e-08 4.3545129e-10],[1. 1. 1.],0.46914786,1.6041516528549984,[-0.57328844  0.9601772  -0.21178854  0.18504404 -0.11808008  0.13551329],[0. 0. 0.],1422,Cellphone,Triangle,[0.2194534  0.00383305 0.01939594],"[[ 9.98274286e-01 -5.87095034e-02 -1.28244456e-03]
 [-1.33787234e-03 -9.04805318e-04 -9.99998696e-01]
 [-5.87082665e-02 -9.98274699e-01  9.81789703e-04]]",[0.2194534  0.01939594 0.00383305],"[[ 0.99905255  0.03275894  0.02865069]
 [ 0.03144821 -0.99848912  0.04506091]
 [-0.03008355  0.0441172   0.99857331]]"
425,../normshapes\Cellphone\D00527.obj,../shapes\Cellphone\D00527.obj,8796,[ 1.85122332e-09 -1.85269489e-09  1.09275189e-09],[ 2.995987e-08 -3.768320e-08 -7.610248e-09],[1. 1. 1.],0.5040593,2.1389692529064908,[-0.70826817  1.2002623  -0.44171897  0.4467477  -0.3029434   0.07564329],[0. 0. 0.],16102,Cellphone,Triangle,[0.28061672 0.00663534 0.04522988],"[[ 9.99636494e-01 -1.90145101e-02 -1.91135806e-02]
 [-1.91051232e-02  6.26355773e-04 -9.99817284e-01]
 [-1.90230078e-02 -9.99819012e-01 -2.62853530e-04]]",[0.28061672 0.00663534 0.04522988],"[[ 0.99936537  0.03287972 -0.01370315]
 [ 0.01385924 -0.00452409  0.99989372]
 [-0.03281423  0.99944908  0.0049769 ]]"
426,../normshapes\Cellphone\D00542.obj,../shapes\Cellphone\D00542.obj,16185,[ 1.96152838e-09 -1.70276537e-09  3.56357388e-10],[ 7.9774843e-08  9.6457512e-08 -2.3511795e-09],[1. 1. 1.],0.1849339,1.634884779650055,[-1.0829405   0.41866484 -0.32199544  0.27036017 -0.05492778  0.20419514],[0. 0. 0.],59840,Cellphone,Triangle,[0.03073395 0.0013043  0.01456833],"[[-9.99790678e-01  2.04576826e-02 -2.89622644e-04]
 [ 3.02035040e-04  6.03647978e-04 -9.99999772e-01]
 [ 2.04575031e-02  9.99790537e-01  6.09700558e-04]]",[0.03073395 0.01456833 0.0013043 ],"[[ 0.99819072  0.05939231  0.00937262]
 [ 0.05909646 -0.99782534  0.02919232]
 [-0.01108604  0.02858561  0.99952987]]"
427,../normshapes\Cellphone\D00554.obj,../shapes\Cellphone\D00554.obj,14822,[-6.89600948e-09  5.41500505e-09  2.56008707e-09],[-1.2590084e-07  1.5816020e-08 -7.9083122e-08],[1. 1. 1.],0.66854274,2.108667788329647,[-0.8519922   1.0288305  -0.41554067  0.46570218 -0.22459117  0.1392728 ],[0. 0. 0.],14376,Cellphone,Triangle,[0.42076769 0.01297933 0.07964612],"[[ 0.99874752  0.04999473 -0.00198101]
 [ 0.00189626  0.00174251  0.99999668]
 [-0.04999802  0.99874796 -0.00164553]]",[0.42076769 0.07964612 0.01297933],"[[ 0.9973968   0.06660631  0.02762632]
 [ 0.06854555 -0.99471167 -0.07648667]
 [-0.02238573 -0.07818122  0.9966878 ]]"
428,../normshapes\Cellphone\D00559.obj,../shapes\Cellphone\D00559.obj,3120,[ 2.36282059e-10  2.91396039e-09 -1.83011322e-10],[-1.1215034e-07  9.2750172e-09 -2.2215625e-08],[1. 1. 1.],0.503884,1.8621133173979707,[-0.74817896  0.9830305  -0.31761166  0.28507808 -0.22932734  0.09800231],[0. 0. 0.],5956,Cellphone,Triangle,[0.29099904 0.00518073 0.02420636],"[[ 9.99685044e-01 -2.50066298e-02  2.11706254e-03]
 [-2.12166836e-03 -1.57653228e-04  9.99997737e-01]
 [ 2.50062395e-02  9.99687273e-01  2.10659349e-04]]",[0.29099904 0.02420635 0.00518073],"[[ 0.99981357  0.01568201 -0.01126493]
 [ 0.01356248 -0.98563003 -0.1683731 ]
 [ 0.01374348 -0.16818893  0.98565897]]"
429,../normshapes\Cellphone\D00817.obj,../shapes\Cellphone\D00817.obj,5206,[ 8.67206937e-09 -1.12137517e-09 -3.25784636e-10],[ 6.9805900e-08 -3.1199128e-09 -1.1950124e-09],[1. 1. 1.],0.70843804,2.0665305690316247,[-0.9485759   0.8941533  -0.43032944  0.4337328  -0.11065842  0.2475232 ],[0. 0. 0.],9766,Cellphone,Triangle,[0.46328735 0.00474216 0.09665317],"[[ 0.99816388 -0.06055493 -0.00140312]
 [-0.00121514  0.00314106 -0.99999433]
 [-0.060559   -0.99815992 -0.00306171]]",[0.46328735 0.09665317 0.00474216],"[[ 0.99431122 -0.1014346   0.03249941]
 [-0.10274434 -0.99383997  0.04154183]
 [-0.02808544  0.04464463  0.99860806]]"
430,../normshapes\Cellphone\D00848.obj,../shapes\Cellphone\D00848.obj,9745,[-1.28700416e-09  1.67200125e-10 -3.29422807e-11],[ 1.4654975e-07  1.1030223e-08 -6.8391044e-09],[1. 1. 1.],0.39636037,1.750681223402297,[-1.0977964   0.52990836 -0.32649752  0.26810405 -0.09634152  0.1524769 ],[0. 0. 0.],18396,Cellphone,Triangle,[0.19099676 0.00311444 0.01858286],"[[ 9.99933233e-01  8.59246357e-03 -7.72656844e-03]
 [ 7.72600633e-03  9.86105044e-05  9.99970149e-01]
 [-8.59296900e-03  9.99963079e-01 -3.22184925e-05]]",[0.19099676 0.00311444 0.01858286],"[[ 0.99991922  0.01186607  0.0045553 ]
 [ 0.00327321  0.10590743 -0.99437061]
 [ 0.01228171 -0.99430519 -0.10586004]]"
431,../normshapes\Cellphone\D00902.obj,../shapes\Cellphone\D00902.obj,2408,[1.02030349e-08 9.72744771e-09 2.22349397e-09],[-3.8428659e-08 -4.2413852e-08 -3.8552423e-09],[1. 1. 1.],0.7537904,2.148524703040742,[-0.87685055  0.99994904 -0.48047623  0.47963724 -0.16574581  0.24893942],[0. 0. 0.],4580,Cellphone,Triangle,[0.46766348 0.02167404 0.10749229],"[[ 9.99374941e-01 -2.43613362e-02  2.56174437e-02]
 [-2.56023666e-02  9.30645078e-04  9.99671772e-01]
 [ 2.43771809e-02  9.99702785e-01 -3.06355509e-04]]",[0.46766349 0.02167404 0.10749229],"[[ 0.99923171 -0.03752589 -0.01130486]
 [-0.01315282 -0.04936909 -0.998694  ]
 [-0.03691877 -0.9980754   0.04982474]]"
432,../normshapes\Cellphone\D00979.obj,../shapes\Cellphone\D00979.obj,3120,[-3.00279704e-09  7.79376326e-10 -1.50220832e-09],[-1.4977578e-08 -2.5169589e-09 -3.2823151e-09],[1. 1. 1.],0.503884,1.862340241093251,[-0.7485302   0.9831492  -0.31776685  0.2854124  -0.22962269  0.09560388],[0. 0. 0.],5956,Cellphone,Triangle,[0.29099903 0.00518073 0.02420636],"[[ 9.99747267e-01 -2.24116623e-02  1.76649573e-03]
 [-1.77481261e-03 -3.51210422e-04  9.99998363e-01]
 [ 2.24110052e-02  9.99748765e-01  3.90898160e-04]]",[0.29099904 0.02420636 0.00518073],"[[ 0.99939213  0.03378305 -0.00860723]
 [ 0.03201228 -0.9870523  -0.15717176]
 [ 0.01380552 -0.15680069  0.98753377]]"
433,../normshapes\Cellphone\D00997.obj,../shapes\Cellphone\D00997.obj,4796,[1.33677728e-08 8.67536958e-10 7.59079904e-10],[1.09590026e-07 3.73461120e-08 1.29499664e-08],[1. 1. 1.],0.5854058,1.8105772465423522,[-0.71212906  0.9645504  -0.30731845  0.2903718  -0.1647679   0.16644597],[0. 0. 0.],8564,Cellphone,Triangle,[0.30835428 0.00957028 0.040645  ],"[[ 9.98680119e-01 -3.68963260e-02 -3.57306855e-02]
 [-3.56973913e-02  1.56096277e-03 -9.99361426e-01]
 [-3.69285392e-02 -9.99317880e-01 -2.41799900e-04]]",[0.30835428 0.00957028 0.040645  ],"[[ 0.99905418  0.04285693 -0.00735027]
 [ 0.0059323   0.03311978  0.99943378]
 [-0.0430761   0.9985321  -0.03283422]]"
434,../normshapes\Chess\D01017.obj,../shapes\Chess\D01017.obj,380,[-4.21791092e-09 -6.17613918e-10 -7.89326518e-10],[-4.6664161e-09  9.3132257e-09 -1.9440133e-08],[1. 1. 1.],0.18793087,0.5984119107795797,[-0.22219725  0.2243849  -0.1448748   0.13843898 -0.14113085  0.13885933],[0. 0. 0.],756,Chess,Triangle,[0.02704006 0.00534007 0.00555462],"[[ 9.99983251e-01 -5.27794383e-03  2.37514025e-03]
 [-2.37529853e-03 -2.37202681e-05  9.99997179e-01]
 [ 5.27787260e-03  9.99986071e-01  3.62565631e-05]]",[0.02704006 0.00555462 0.00534007],"[[ 0.99994224  0.01062636  0.00160877]
 [ 0.00825114 -0.66311964 -0.74846795]
 [ 0.00688669 -0.74843799  0.66316902]]"
435,../normshapes\Chess\D01019.obj,../shapes\Chess\D01019.obj,416,[-1.25370347e-10  5.68766504e-10 -2.56057739e-10],[1.3611637e-09 8.8296543e-09 3.7611103e-10],[1. 1. 1.],0.3250465,1.1221367090526502,[-0.557857    0.3944228  -0.21495165  0.2047646  -0.20570792  0.21404466],[0. 0. 0.],828,Chess,Triangle,[0.1014154  0.01076789 0.01065725],"[[ 9.99828678e-01 -1.85088286e-02  1.92348062e-04]
 [-1.85092345e-02 -9.99659411e-01  1.83975382e-02]
 [ 1.48234331e-04  1.83979465e-02  9.99830732e-01]]",[0.1014154  0.01065725 0.01076789],"[[ 0.00598669 -0.99992751  0.0104469 ]
 [-0.99994957 -0.00607041 -0.00800086]
 [-0.00806369  0.01039848  0.99991342]]"
436,../normshapes\Chess\D01021.obj,../shapes\Chess\D01021.obj,1474,[4.44810782e-10 8.48378231e-10 6.11279337e-11],[ 6.4699751e-10 -4.4056485e-08  1.6791606e-08],[1. 1. 1.],0.31761566,1.1733680016347547,[-0.5014119   0.44858813 -0.24348816  0.24348824 -0.24348837  0.2434884 ],[0. 0. 0.],2944,Chess,Triangle,[0.09553707 0.01217025 0.01217025],"[[-1.00000000e+00  1.43999344e-09 -5.04049535e-11]
 [-1.01722679e-09 -6.80770691e-01  7.32496599e-01]
 [-1.02047608e-09 -7.32496599e-01 -6.80770691e-01]]",[0.09553707 0.01217025 0.01217025],"[[-1.00000000e+00 -4.27854550e-09 -2.05956825e-09]
 [-4.73599830e-09  9.30067371e-01  3.67389012e-01]
 [-3.43646622e-10 -3.67389012e-01  9.30067370e-01]]"
437,../normshapes\Chess\D01043.obj,../shapes\Chess\D01043.obj,389,[ 2.12151212e-09 -9.70115212e-10  1.01597806e-09],[-6.2822378e-09  3.2560377e-10  2.7197493e-09],[1. 1. 1.],0.2901284,1.1792123298805022,[-0.49571642  0.45156717 -0.1790854   0.18026695 -0.35130838  0.2520666 ],[0. 0. 0.],772,Chess,Triangle,[0.09357482 0.00679855 0.00689129],"[[-0.91026602  0.3769606  -0.17122053]
 [ 0.00121479  0.41598227  0.90937191]
 [-0.41402209 -0.82756236  0.37911245]]",[0.09357481 0.00689129 0.00679855],"[[-0.00555797  0.91096386 -0.41244873]
 [ 0.99998306  0.00434985 -0.00386792]
 [ 0.00172945  0.41246324  0.91097261]]"
438,../normshapes\Chess\D01045.obj,../shapes\Chess\D01045.obj,1542,[ 2.15194704e-09  1.60455664e-11 -8.46215010e-10],[-4.3462686e-07 -5.2476806e-10 -1.1950733e-09],[1. 1. 1.],0.25823337,1.0914975718372213,[-0.52984726  0.42015278 -0.19002229  0.19002171 -0.1900221   0.19002189],[0. 0. 0.],3080,Chess,Triangle,[0.07872187 0.00486596 0.00486595],"[[-1.00000000e+00 -1.03442340e-08 -1.00751085e-09]
 [-1.03457369e-08  9.99998870e-01  1.50326997e-03]
 [-9.91959533e-10 -1.50326997e-03  9.99998870e-01]]",[0.07872187 0.00486595 0.00486596],"[[-3.49021338e-08  1.00000000e+00  3.50073587e-10]
 [ 1.00000000e+00  3.49021333e-08 -1.46280568e-08]
 [ 1.46280568e-08 -3.50073077e-10  1.00000000e+00]]"
439,../normshapes\Chess\D01049.obj,../shapes\Chess\D01049.obj,214,[-2.71563218e-09  1.02733802e-09  5.46172818e-10],[-8.9128438e-09  5.8882219e-09 -1.2115898e-08],[1. 1. 1.],0.3036002,1.098228891629784,[-0.49877742  0.45204002 -0.16969167  0.2189211  -0.1929904   0.19563922],[0. 0. 0.],419,Chess,Triangle,[0.09113694 0.01006375 0.00518561],"[[ 9.99258551e-01 -3.84995347e-02  3.67424023e-04]
 [-3.84570095e-02 -9.98521453e-01 -3.84183110e-02]
 [-1.84596787e-03 -3.83756958e-02  9.99261677e-01]]",[0.09113694 0.00518561 0.01006375],"[[ 0.00234239  0.99995215 -0.00949801]
 [ 0.99884505 -0.00188377  0.0480107 ]
 [-0.04799051  0.0095995   0.99880166]]"
440,../normshapes\Chess\D01053.obj,../shapes\Chess\D01053.obj,89,[ 3.34203536e-09  2.37016363e-09 -2.17342153e-09],[-4.0182906e-09 -4.1857195e-10 -1.3724581e-09],[1. 1. 1.],0.37573057,1.3893875114349556,[-0.51050186  0.46632388 -0.43151063  0.32680863 -0.31657702  0.3167958 ],[0. 0. 0.],168,Chess,Triangle,[0.10073391 0.03395371 0.02062451],"[[-9.39524530e-01 -3.42481503e-01  2.76952438e-04]
 [-3.42481510e-01  9.39524568e-01  2.42533736e-05]
 [ 2.68509951e-04  7.20644497e-05  9.99999961e-01]]",[0.02062451 0.10073391 0.03395371],"[[-9.99998732e-01 -2.77031394e-04 -1.56840912e-03]
 [-8.00723370e-08  9.84765071e-01 -1.73890068e-01]
 [-1.59268752e-03  1.73889847e-01  9.84763822e-01]]"
441,../normshapes\Chess\D01080.obj,../shapes\Chess\D01080.obj,250,[-2.08197162e-09  2.42474130e-10  2.60351226e-09],[-9.5367436e-10 -1.1038780e-07  1.5497208e-09],[1. 1. 1.],0.2868607,1.266607289451827,[-0.4229239   0.42117217 -0.21207863  0.21207836 -0.4210787   0.42265505],[0. 0. 0.],496,Chess,Triangle,[0.08462315 0.00759772 0.00759772],"[[-7.07378807e-01  6.87178641e-01 -1.65531702e-01]
 [-9.13383452e-09 -2.34187290e-01 -9.72191494e-01]
 [ 7.06834650e-01  6.87707662e-01 -1.65659149e-01]]",[0.08462315 0.00759772 0.00759772],"[[ 6.26400988e-09  7.06879157e-01  7.07334332e-01]
 [ 1.00000000e+00  2.85117690e-12 -8.85864682e-09]
 [ 6.26400953e-09 -7.07334332e-01  7.06879157e-01]]"
442,../normshapes\Chess\D01081.obj,../shapes\Chess\D01081.obj,6727,[-6.03012969e-10 -1.43209168e-09  1.64477581e-09],[-1.9125409e-08 -1.6197287e-08  7.7197188e-10],[1. 1. 1.],0.30990267,1.3562465943362623,[-0.49826592  0.4265937  -0.3645642   0.47410232 -0.26298976  0.26680064],[0. 0. 0.],13450,Chess,Triangle,[0.08728073 0.01291377 0.01288563],"[[-0.77673879  0.49057217 -0.39498834]
 [ 0.6298195   0.60294939 -0.48967278]
 [ 0.00206186  0.6291192   0.7773061 ]]",[0.01291377 0.01288563 0.08728073],"[[-7.76792232e-01 -6.29756954e-01 -8.44011613e-05]
 [ 8.15215364e-04 -8.71529655e-04 -9.99999288e-01]
 [-6.29756432e-01  7.76791748e-01 -1.19038501e-03]]"
443,../normshapes\Chess\D01099.obj,../shapes\Chess\D01099.obj,2386,[-3.26680129e-09  1.47512265e-09  8.70792767e-10],[ 1.1663625e-07 -7.1383184e-09  4.0719015e-09],[1. 1. 1.],0.3197598,1.330329168442026,[-0.43955943  0.5435298  -0.33915812  0.32887107 -0.29794613  0.29958907],[0. 0. 0.],4750,Chess,Triangle,[0.08582348 0.01068012 0.02204699],"[[-9.99999698e-01 -7.76650492e-04 -5.40213811e-06]
 [-5.94499345e-06  6.98969320e-04  9.99999756e-01]
 [ 7.76646527e-04 -9.99999454e-01  6.98973727e-04]]",[0.08582347 0.02204699 0.01068012],"[[ 0.10501521 -0.99444684 -0.00687619]
 [-0.99444117 -0.10495638 -0.00842131]
 [-0.00765284 -0.00772233  0.9999409 ]]"
444,../normshapes\Chess\D01105.obj,../shapes\Chess\D01105.obj,282,[ 2.85011128e-09 -1.65788629e-09  7.61705643e-10],[ 5.0727356e-09  4.3329615e-09 -1.2364794e-08],[1. 1. 1.],0.2989602,1.2406204145898205,[-0.5018675   0.32581964 -0.32564664  0.50173455 -0.20585994  0.20586006],[0. 0. 0.],560,Chess,Triangle,[0.09472771 0.00705471 0.00705471],"[[-7.07321010e-01 -7.05763941e-01 -3.99280300e-02]
 [ 7.06892487e-01 -7.06191787e-01 -3.99521129e-02]
 [ 8.61600204e-08  5.64837933e-02 -9.98403516e-01]]",[0.09472771 0.00705471 0.00705471],"[[-8.51589745e-08 -7.07118280e-01 -7.07095281e-01]
 [-1.00000000e+00  1.20432977e-07 -1.95863603e-12]
 [-8.51589745e-08 -7.07095282e-01  7.07118281e-01]]"
445,../normshapes\Chess\D01112.obj,../shapes\Chess\D01112.obj,1182,[-9.21867523e-10  4.52880767e-10  1.06525457e-10],[-2.6711152e-07  3.4814565e-10 -8.8186479e-11],[1. 1. 1.],0.2854812,1.1191193343576016,[-0.5234322   0.42656785 -0.20913681  0.20915017 -0.20914319  0.20914379],[0. 0. 0.],2360,Chess,Triangle,[0.08821746 0.00654713 0.00654713],"[[-1.00000000e+00 -1.80698562e-05 -3.37890288e-07]
 [-1.80730151e-05  9.99824637e-01  1.87268629e-02]
 [ 5.60685461e-10 -1.87268629e-02  9.99824637e-01]]",[0.08821745 0.00654713 0.00654713],"[[-5.22602715e-08 -1.00000000e+00 -1.72347980e-05]
 [-1.00000000e+00  5.22611172e-08 -4.90695166e-08]
 [-4.90704173e-08 -1.72347959e-05  1.00000000e+00]]"
446,../normshapes\Chess\D01123.obj,../shapes\Chess\D01123.obj,390,[2.45427378e-09 5.40579164e-10 2.41934919e-09],[3.9736432e-09 7.7562454e-09 2.5981512e-09],[1. 1. 1.],0.32633048,1.3276716386930032,[-0.38498357  0.55145144 -0.21147615  0.2014496  -0.348475    0.49727544],[0. 0. 0.],776,Chess,Triangle,[0.11461551 0.00927325 0.00937934],"[[-7.84043352e-01  4.84512108e-01  3.87974278e-01]
 [ 5.73608341e-04 -6.24487302e-01  7.81034750e-01]
 [-6.20705803e-01 -6.12587648e-01 -4.89347198e-01]]",[0.11461551 0.00937934 0.00927325],"[[-0.00663519 -0.78200583 -0.62323579]
 [-0.99997276  0.00720362  0.00160732]
 [-0.00323262 -0.62322948  0.78203233]]"
447,../normshapes\Chess\D01126.obj,../shapes\Chess\D01126.obj,802,[2.61978021e-09 3.51497447e-10 7.79935469e-10],[1.3979593e-07 6.7712239e-11 5.5728566e-10],[1. 1. 1.],0.29913464,1.1790509340955713,[-0.48835272  0.4616473  -0.24689569  0.24689628 -0.24689594  0.24689603],[0. 0. 0.],1600,Chess,Triangle,[0.09099858 0.01048766 0.01048766],"[[-1.00000000e+00  1.50069621e-07 -4.38986937e-10]
 [ 1.50067951e-07  9.99996553e-01  2.62554639e-03]
 [-8.33000176e-10 -2.62554639e-03  9.99996553e-01]]",[0.09099858 0.01048766 0.01048766],"[[-2.84497463e-08  1.00000000e+00  5.60386582e-08]
 [ 1.00000000e+00  2.84497422e-08  7.82816607e-08]
 [-7.82816591e-08 -5.60386610e-08  1.00000000e+00]]"
448,../normshapes\Chess\D01130.obj,../shapes\Chess\D01130.obj,1282,[-4.88181568e-09 -1.03154463e-09  5.56476824e-10],[-1.7886043e-07 -6.7494255e-10  4.8976440e-10],[1. 1. 1.],0.28837535,1.1050537650762011,[-0.52074254  0.42925745 -0.19957605  0.19957694 -0.19957526  0.19957474],[0. 0. 0.],2600,Chess,Triangle,[0.09038828 0.00635705 0.00635704],"[[-1.00000000e+00  3.34516000e-07 -1.10050034e-10]
 [ 3.34515959e-07  9.99999965e-01  2.63686001e-04]
 [-1.98257216e-10 -2.63686001e-04  9.99999965e-01]]",[0.09038828 0.00635704 0.00635705],"[[-1.62432319e-07  1.00000000e+00  2.65265841e-07]
 [ 1.00000000e+00  1.62432300e-07  6.99901241e-08]
 [-6.99900811e-08 -2.65265853e-07  1.00000000e+00]]"
449,../normshapes\Chess\D01138.obj,../shapes\Chess\D01138.obj,416,[-4.81332581e-10 -4.09762344e-10  3.67855626e-10],[-7.1640199e-10 -6.2147874e-09 -8.4893639e-09],[1. 1. 1.],0.19785823,0.6829197182159017,[-0.23987766  0.33975506 -0.12745439  0.12789069 -0.12691666  0.1284344 ],[0. 0. 0.],828,Chess,Triangle,[0.03757692 0.00394878 0.00398977],"[[ 9.99883734e-01  1.49042941e-02 -3.22198038e-03]
 [ 3.22272235e-03 -2.57645439e-05  9.99994807e-01]
 [-1.49041337e-02  9.99888925e-01  7.37939501e-05]]",[0.03757691 0.00398977 0.00394878],"[[ 0.99994957 -0.00800039  0.00607096]
 [-0.00477795 -0.91066744 -0.41311257]
 [-0.00883369 -0.41306272  0.91065973]]"
